Transportadora;Email;Cidade;UF
JM TRANSPORTES;jm.gerenciasp@jmtransporte.com.br;MARILIA;SP
JOLEEMIX;expedicaosp2@jolee.com.br;MARILIA;SP
JT Transportes;walquiria@jttransportes.com.br;MARILIA;SP
JULIA Transportes;cotacao@juliatransportes.com.br;MARILIA;SP
KAFENY;kafeny@kafenytransportes.com.br;MARILIA;SP
L&A Transportes;operacional@latranslog.com.br;MARILIA;SP
LAURIMAR;comercial@laurimar.com.br;MARILIA;SP
LDJ Logística;ldjsaopaulo@ldjlogistica.com.br;MARILIA;SP
LEADERSHIP FREIGHT;sao@lfgex.com;MARILIA;SP
LEOFRAN;comercial.sp@leofran.com.br;MARILIA;SP
LGS Logística;comercial@lgslogistica.com.br;MARILIA;SP
LILOG Rodoaéreo;cotacao01@lilog.com.br;MARILIA;SP
LIMA Express;comercial1@lslimaexpress.com.br;MARILIA;SP
LOGISTAR;comercial@logistarlog.com.br;MARILIA;SP
LOGMED;contato@logmed.net;MARILIA;SP
LUKS PRESS;comercial@lukspresstransportes.com.br;MARILIA;SP
LUNA EXPRESS;contato@lunaexpress.com.br;MARILIA;SP
LUXUS;sac@expressoluxus.com.br;MARILIA;SP
METATRON;cotacao.b@metatronexpress.com.br;MARILIA;SP
MODULAR;comercialsp@modular.com.br;MARILIA;SP
MONTANTTE;montantte@montanttetransportes.com.br;MARILIA;SP
MONTCAR Expresso;saopaulo@expressomontcar.com.br;MARILIA;SP
MONTONE;vendas2@transmontone.com.br;MARILIA;SP
MOTIVA;comercial@motivatransportes.com.br;MARILIA;SP
MVS -Transportes;mvstransportes@hotmail.com;MARILIA;SP
NACIONAL Cargas;comercial@nacionalcargas.com;MARILIA;SP
NOVA BRASÍLIA;comercial@tnb.com.br;MARILIA;SP
NR Express;comercial@nrexpress.com.br;MARILIA;SP
OSTEL;ostel@ostel.com.br;MARILIA;SP
OVERLOG;comercial2@overlog.com.br;MARILIA;SP
PAPALÉGUAS;sac@papaleguasencomendas.com.br;MARILIA;SP
PERFECT SP;comercial1@perfectsp.com.br;MARILIA;SP
POTENCIAL Cargas;comercial@potencialcargas.com.br;MARILIA;SP
PRESSÁGIO;cotacao@expressopressagio.com.br;MARILIA;SP
PRIMORDIAL Cargas;comercial@primordialcargas.com.br;MARILIA;SP
PROGRESSO;cotacao@progressotransportes.com.br;MARILIA;SP
QUALY TRANS;marcos@qualytrans.net;MARILIA;SP
R&J Transportes;cotacao@rjtransportes.com.br;MARILIA;SP
R&M Transportes;comercial@rmlogisticasp.com.br;MARILIA;SP
RD Expresslog;comercial3@rdexpresslog.com.br;MARILIA;SP
REFERENCIAL;referencial@referencialtransportes.com.br;MARILIA;SP
RFC Transportes;comercial@transportesrfc.com.br;MARILIA;SP
RG Soluções Logísticas;comercialrgsolucoes@rgtransportes.com.br;MARILIA;SP
RHADASSA LOG;comercial@rhadassalog.com.br;MARILIA;SP
RISPA;contato@rispatransportes.com.br;MARILIA;SP
RLV LOG Express;cotacao@rlvlog.com.br;MARILIA;SP
ROCHA ;comercial2@rochatransporte.com.br;MARILIA;SP
RODOCERTO;assistente.comercial@rodocerto.com.br;MARILIA;SP
RODOJUNIOR;rodojunior@pocos-net.com.br;MARILIA;SP
RODUART;atendimento@roduart.com.br;MARILIA;SP
ROMERA;l.expressoromera@ig.com.br;MARILIA;SP
SANTA LUZIA;atendimento@expressosantaluzia.com.br;MARILIA;SP
SARON;cotacao@rapidosaron.com.br;MARILIA;SP
SCARPATO;scarpatope@uol.com.br;MARILIA;SP
SEGMA;comercial@segmatransporte.com.br;MARILIA;SP
SJLOG Transportes;comercial@sjlogtransportes.com.br;MARILIA;SP
SONS Transportes;dayse.comercial@sonstransportes.com;MARILIA;SP
SPMax;comercial@spmaxtransportes.com.br;MARILIA;SP
STREET;comercial@streettransportes.com.br;MARILIA;SP
SUED Logística;comercial@suedlogistica.com;MARILIA;SP
TADEX;tadex@tadex.com.br;MARILIA;SP
TB CARGO;brunno@tbcargo.com.br;MARILIA;SP
TESLLA;transportes@tesllalogistica.com;MARILIA;SP
TFE ;contato@tfetransportes.com.br;MARILIA;SP
TRAGA-Garcia São Carlos;cotacao@traga.com.br;MARILIA;SP
TRANS DNL;comercial@transdnl.com.br;MARILIA;SP
TRANSARIMATÉIA;transarimateiabauru@uol.com.br;MARILIA;SP
TRANSCARGA São Carlos;ttsp@terra.com.br;MARILIA;SP
TRANSCHICÃO;coleta@transchicao.com.br;MARILIA;SP
TRANSDEL LOG;fabricio.comercial@transdel.net;MARILIA;SP
TRANSFACE;comercial.sp02@transface.com.br;MARILIA;SP
TRANSHIZZA;emerson@transhizza.com.br;MARILIA;SP
TRANSITA;transita@transita.com.br;MARILIA;SP
TRANSLOGAALMEIDA;translogoaalmeidasp@gmail.com;MARILIA;SP
TRANSOUZA;transouzasp@hotmail.com;MARILIA;SP
TRANSPALOTA;cotacao@transpalota.com.br;MARILIA;SP
TRANSPAULA;comercial@transpaula.com.br;MARILIA;SP
TRANSPAULISTANA SP;transpaulistana.sp@hotmail.com;MARILIA;SP
TRANSPEN Cargas;logistica@transpen.com.br;MARILIA;SP
TRANSR Sorocaba;contato@transrsorocaba.com.br;MARILIA;SP
TRANSVOAR;comercial1@transvoar.com.br;MARILIA;SP
TRANSWELL'S;transwells@transwells.com.br;MARILIA;SP
TRANSZECÃO;coleta@transzecao.com.br;MARILIA;SP
TRAVEL EXPRESS;comercial@travelexpresslog.com.br;MARILIA;SP
TRNLOG Rodoviário Nasa;thais@trnlog.com.br;MARILIA;SP
TRUCKS Transportes;contato@ricardotruck.com.br;MARILIA;SP
TUPILOG;cotacao@tupilog.com.br;MARILIA;SP
VIA MUNDO;contato.transvias@viamundotransportes.com.br;MARILIA;SP
VIA SP Transporte;venancioweriton@gmail.com;MARILIA;SP
VSJ Express;comercial@vsjexpress.com.br;MARILIA;SP
WELL Rápido Well;cotacao@rapidowell.com.br;MARILIA;SP
1ª AÇÃO Transportes;comercial@transportesacao.com.br;OURINHOS;SP
3A Logística;comercial@3alt.com.br;OURINHOS;SP
5 COMETAS;comercial2@5cometas.com.br;OURINHOS;SP
A&M LOG Transportes;comercial@amlogtransportes.com.br;OURINHOS;SP
ABEA Transportes;abeatransportes@abeatransportes.com.br;OURINHOS;SP
ADESSO Transporte;cotacao@adessotransporte.com.br;OURINHOS;SP
ADL Transportes;comercial@adllogistica.online;OURINHOS;SP
AFINCO;comercial@afincotransportes.com.br;OURINHOS;SP
AJ CARGO;comercial@ajcargo.com.br;OURINHOS;SP
AKILOG;comercial.sp@aki.log.br;OURINHOS;SP
ALFA CARGAS ;comercial@alfacargas.com.br;OURINHOS;SP
ALIANÇA Cargas;comercial@1aliancacargas.com.br;OURINHOS;SP
ALLIAN;comercial@alliantransportes.com.br;OURINHOS;SP
ALLIEX;alianca@alliexlog.com.br;OURINHOS;SP
ALPHATRANS;comercial@alphatranstransportadora.com.br;OURINHOS;SP
ANDRADES L.L.;cotacao@andradestransportes.com.br;OURINHOS;SP
ASTR Transportes;logistica@astrtransportes.com.br;OURINHOS;SP
ATUEX;atuex@transatual.com.br;OURINHOS;SP
AVANTE SP;comercial@avantelogistica.com.br;OURINHOS;SP
AVIAT;comercial.sao@aviatcargo.com.br;OURINHOS;SP
AVILOG Logística;comercial1@avilogtransportes.com.br;OURINHOS;SP
AZ DE PRATA;comercial@azdepratatransportadora.com.br;OURINHOS;SP
Alternativa Transportadora;fretes@alternativatransportadora.com.br;OURINHOS;SP
BARONI;comercial02@baronitransportes.com.br;OURINHOS;SP
BCLOG Express;bclog.beatriz@bclogexpress.com.br;OURINHOS;SP
BRAEX Encomedas;comercialspo@braexencomendas.com.br;OURINHOS;SP
BRAEX Logística;braex@braexlogistica.com.br;OURINHOS;SP
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;OURINHOS;SP
BRASÍLIA Encomendas;comercialbrasiliaencomendasspo@gmail.com;OURINHOS;SP
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;OURINHOS;SP
CAMPINAS Rodoviário ;awa@rodoviariocampinas.com.br;OURINHOS;SP
CARRION;reginaldo@carriontransportes.com.br;OURINHOS;SP
CASH LOG;contato@cashlogistica.com.br;OURINHOS;SP
CASTELO Rápido;cotacao@transportecastelo.com.br;OURINHOS;SP
CFG Express;contato@cfgexpress.com.br;OURINHOS;SP
CINCO R Transportes;cotacao@5rtransportes.com.br;OURINHOS;SP
CLARA Transportes;leandro@claralogistica.com.br;OURINHOS;SP
CM2 Transportes;cotacaosp@cm2.com.br;OURINHOS;SP
COMPLETA Transportes;operacional@completatransportes.com.br;OURINHOS;SP
CONTINENTE Cargas;comercial@continentecargas.com.br;OURINHOS;SP
CORDIAL Cargas;comercial@cordialcargas.com.br;OURINHOS;SP
DANUBIO AZUL;comercial-sao@danubioazulcargas.com.br;OURINHOS;SP
DATA;andersonlima@datatransporte.com.br;OURINHOS;SP
DEFINITIVA Logística;comercial@definitivalog.com.br;OURINHOS;SP
DGS Logística;comercial@dgslogistica.com.br;OURINHOS;SP
DHS Express;comercial2@dhsexpress.com.br;OURINHOS;SP
DIA e NOITE;comercial@transportesdiaenoite.com.br;OURINHOS;SP
DL Transporte & Logística;comercial1@dltransportessp.com.br;OURINHOS;SP
DL3 LOG;comercial@dl3log.com.br;OURINHOS;SP
DLK Transportes;comercial@dlktransportes.com.br;OURINHOS;SP
ED LOG Transportes;comercial@edlogtransportes.com.br;OURINHOS;SP
ED LOG Transportes;rosana@edlogtransportes.com.br;OURINHOS;SP
EFITRANS;comercialsp@efitrans.com.br;OURINHOS;SP
EJS;cotacao@ejstransportes.com.br;OURINHOS;SP
ET-Transportes;coletassp@etlog.com.br;OURINHOS;SP
EUREKA;comercial.mtz@eurekatransportes.com.br;OURINHOS;SP
EXPIDEX;comercial2@expidex.com.br;OURINHOS;SP
Ebtrans Expresso Brasileiro;cotacao.spo@ebtrans.com.br;OURINHOS;SP
FIEZA Cargas;comercial@fiezacargas.com.br;OURINHOS;SP
FRANCA EXPRESS;francaexpress@francaexpress.com.br;OURINHOS;SP
FRETEBR Cargas;cotacao@fretebr.net.br;OURINHOS;SP
FRETELOG;comercial@fretelogtransportes.com.br;OURINHOS;SP
FUTURA LOG;cotacao@futuralog.com.br;OURINHOS;SP
GAMPER;cotacaosp@transgamper.com.br;OURINHOS;SP
GRIDLOG;comercial.sp@gridlog.com.br;OURINHOS;SP
GUIEX;comercial@guiextransportes.com;OURINHOS;SP
HAPPENING;fabio@happening.com.br;OURINHOS;SP
HERVI;claudia@hervi.com.br;OURINHOS;SP
IDEAL Cargas SP;comercial5@idealcargas.com;OURINHOS;SP
IMPAKTO;comercial.sp@impaktotransportes.com.br;OURINHOS;SP
IMPÉRIO Logística;comercial@imperiologistica.com.br;OURINHOS;SP
ITAPIRENSE-BERTINI;mbuenom@terra.com.br;OURINHOS;SP
J&C;transportesjc366@gmail.com;OURINHOS;SP
JAK LOG;expressojaklogcotacoes@hotmail.com;OURINHOS;SP
JEM;cotacao@dfltransportes.com.br;OURINHOS;SP
JJ2000 Transportes;saopaulo@jj2000.com.br;OURINHOS;SP
JM TRANSPORTES;jm.gerenciasp@jmtransporte.com.br;OURINHOS;SP
JOLEEMIX;expedicaosp2@jolee.com.br;OURINHOS;SP
JT Transportes;walquiria@jttransportes.com.br;OURINHOS;SP
JULIA Transportes;cotacao@juliatransportes.com.br;OURINHOS;SP
KAFENY;kafeny@kafenytransportes.com.br;OURINHOS;SP
L&A Transportes;operacional@latranslog.com.br;OURINHOS;SP
LAURIMAR;comercial@laurimar.com.br;OURINHOS;SP
LDJ Logística;ldjsaopaulo@ldjlogistica.com.br;OURINHOS;SP
LEADERSHIP FREIGHT;sao@lfgex.com;OURINHOS;SP
LEOFRAN;comercial.sp@leofran.com.br;OURINHOS;SP
LGS Logística;comercial@lgslogistica.com.br;OURINHOS;SP
LILOG Rodoaéreo;cotacao01@lilog.com.br;OURINHOS;SP
LIMA Express;comercial1@lslimaexpress.com.br;OURINHOS;SP
LIVE LOG;comercial@livelogtrans.com.br;OURINHOS;SP
LOGISTAR;comercial@logistarlog.com.br;OURINHOS;SP
LOGMED;contato@logmed.net;OURINHOS;SP
LUKS PRESS;comercial@lukspresstransportes.com.br;OURINHOS;SP
LUNA EXPRESS;contato@lunaexpress.com.br;OURINHOS;SP
LUXUS;sac@expressoluxus.com.br;OURINHOS;SP
METATRON;cotacao.b@metatronexpress.com.br;OURINHOS;SP
MODULAR;comercialsp@modular.com.br;OURINHOS;SP
MONTANTTE;montantte@montanttetransportes.com.br;OURINHOS;SP
MONTCAR Expresso;saopaulo@expressomontcar.com.br;OURINHOS;SP
MONTONE;vendas2@transmontone.com.br;OURINHOS;SP
MOTIVA;comercial@motivatransportes.com.br;OURINHOS;SP
MVS -Transportes;mvstransportes@hotmail.com;OURINHOS;SP
NACIONAL Cargas;comercial@nacionalcargas.com;OURINHOS;SP
NOVA BRASÍLIA;comercial@tnb.com.br;OURINHOS;SP
NR Express;comercial@nrexpress.com.br;OURINHOS;SP
OSTEL;ostel@ostel.com.br;OURINHOS;SP
OVERLOG;comercial2@overlog.com.br;OURINHOS;SP
PAPALÉGUAS;sac@papaleguasencomendas.com.br;OURINHOS;SP
PERFECT SP;comercial1@perfectsp.com.br;OURINHOS;SP
POTENCIAL Cargas;comercial@potencialcargas.com.br;OURINHOS;SP
PRESSÁGIO;cotacao@expressopressagio.com.br;OURINHOS;SP
PRIMORDIAL Cargas;comercial@primordialcargas.com.br;OURINHOS;SP
PROGRESSO;cotacao@progressotransportes.com.br;OURINHOS;SP
QUALY TRANS;marcos@qualytrans.net;OURINHOS;SP
R&J Transportes;cotacao@rjtransportes.com.br;OURINHOS;SP
R&M Transportes;comercial@rmlogisticasp.com.br;OURINHOS;SP
RD Expresslog;comercial3@rdexpresslog.com.br;OURINHOS;SP
REFERENCIAL;referencial@referencialtransportes.com.br;OURINHOS;SP
RFC Transportes;comercial@transportesrfc.com.br;OURINHOS;SP
RG Soluções Logísticas;comercialrgsolucoes@rgtransportes.com.br;OURINHOS;SP
RHADASSA LOG;comercial@rhadassalog.com.br;OURINHOS;SP
RISPA;contato@rispatransportes.com.br;OURINHOS;SP
RLV LOG Express;cotacao@rlvlog.com.br;OURINHOS;SP
ROCHA ;comercial2@rochatransporte.com.br;OURINHOS;SP
RODOCERTO;assistente.comercial@rodocerto.com.br;OURINHOS;SP
RODOJUNIOR;rodojunior@pocos-net.com.br;OURINHOS;SP
RODUART;atendimento@roduart.com.br;OURINHOS;SP
ROMERA;l.expressoromera@ig.com.br;OURINHOS;SP
SANTA LUZIA;atendimento@expressosantaluzia.com.br;OURINHOS;SP
SARON;cotacao@rapidosaron.com.br;OURINHOS;SP
SCARPATO;scarpatope@uol.com.br;OURINHOS;SP
SEGMA;comercial@segmatransporte.com.br;OURINHOS;SP
SJLOG Transportes;comercial@sjlogtransportes.com.br;OURINHOS;SP
SONS Transportes;dayse.comercial@sonstransportes.com;OURINHOS;SP
SPMax;comercial@spmaxtransportes.com.br;OURINHOS;SP
STREET;comercial@streettransportes.com.br;OURINHOS;SP
SUED Logística;comercial@suedlogistica.com;OURINHOS;SP
TADEX;tadex@tadex.com.br;OURINHOS;SP
TAMBAÚ;comercial@rapidotambau.com.br;OURINHOS;SP
TB CARGO;brunno@tbcargo.com.br;OURINHOS;SP
TESLLA;transportes@tesllalogistica.com;OURINHOS;SP
TFE ;contato@tfetransportes.com.br;OURINHOS;SP
TRAGA-Garcia São Carlos;cotacao@traga.com.br;OURINHOS;SP
TRANS DNL;comercial@transdnl.com.br;OURINHOS;SP
TRANSARIMATÉIA;transarimateiabauru@uol.com.br;OURINHOS;SP
TRANSCARGA São Carlos;ttsp@terra.com.br;OURINHOS;SP
TRANSCHICÃO;coleta@transchicao.com.br;OURINHOS;SP
TRANSDEL LOG;fabricio.comercial@transdel.net;OURINHOS;SP
TRANSFACE;comercial.sp02@transface.com.br;OURINHOS;SP
TRANSHIZZA;emerson@transhizza.com.br;OURINHOS;SP
TRANSITA;transita@transita.com.br;OURINHOS;SP
TRANSLOGAALMEIDA;translogoaalmeidasp@gmail.com;OURINHOS;SP
TRANSOUZA;transouzasp@hotmail.com;OURINHOS;SP
TRANSPALOTA;cotacao@transpalota.com.br;OURINHOS;SP
TRANSPAULA;comercial@transpaula.com.br;OURINHOS;SP
TRANSPAULISTANA SP;transpaulistana.sp@hotmail.com;OURINHOS;SP
TRANSPEN Cargas;logistica@transpen.com.br;OURINHOS;SP
TRANSR Sorocaba;contato@transrsorocaba.com.br;OURINHOS;SP
TRANSVOAR;comercial1@transvoar.com.br;OURINHOS;SP
TRANSWELL'S;transwells@transwells.com.br;OURINHOS;SP
TRANSZECÃO;coleta@transzecao.com.br;OURINHOS;SP
TRAVEL EXPRESS;comercial@travelexpresslog.com.br;OURINHOS;SP
TRNLOG Rodoviário Nasa;thais@trnlog.com.br;OURINHOS;SP
TRUCKS Transportes;contato@ricardotruck.com.br;OURINHOS;SP
TUPILOG;cotacao@tupilog.com.br;OURINHOS;SP
VELFRANZ LOG;velfranzlog@gmail.com;OURINHOS;SP
VIA MUNDO;contato.transvias@viamundotransportes.com.br;OURINHOS;SP
VIA SP Transporte;venancioweriton@gmail.com;OURINHOS;SP
VSJ Express;comercial@vsjexpress.com.br;OURINHOS;SP
WELL Rápido Well;cotacao@rapidowell.com.br;OURINHOS;SP
1ª AÇÃO Transportes;comercial@transportesacao.com.br;PIRACICABA;SP
5 COMETAS;comercial2@5cometas.com.br;PIRACICABA;SP
A&M LOG Transportes;comercial@amlogtransportes.com.br;PIRACICABA;SP
ABEA Transportes;abeatransportes@abeatransportes.com.br;PIRACICABA;SP
ADESSO Transporte;cotacao@adessotransporte.com.br;PIRACICABA;SP
ADL Transportes;comercial@adllogistica.online;PIRACICABA;SP
AFINCO;comercial@afincotransportes.com.br;PIRACICABA;SP
AKILOG;comercial.sp@aki.log.br;PIRACICABA;SP
ALIANÇA Cargas;comercial@1aliancacargas.com.br;PIRACICABA;SP
ALLIAN;comercial@alliantransportes.com.br;PIRACICABA;SP
ALPHATRANS;comercial@alphatranstransportadora.com.br;PIRACICABA;SP
ANDRADES L.L.;cotacao@andradestransportes.com.br;PIRACICABA;SP
ATUEX;atuex@transatual.com.br;PIRACICABA;SP
AVANTE SP;comercial@avantelogistica.com.br;PIRACICABA;SP
AVIAT;comercial.sao@aviatcargo.com.br;PIRACICABA;SP
AVILOG Logística;comercial1@avilogtransportes.com.br;PIRACICABA;SP
Alternativa Transportadora;fretes@alternativatransportadora.com.br;PIRACICABA;SP
BCLOG Express;bclog.beatriz@bclogexpress.com.br;PIRACICABA;SP
BRAEX Logística;braex@braexlogistica.com.br;PIRACICABA;SP
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;PIRACICABA;SP
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;PIRACICABA;SP
CASH LOG;contato@cashlogistica.com.br;PIRACICABA;SP
CASTELO Rápido;cotacao@transportecastelo.com.br;PIRACICABA;SP
CFG Express;contato@cfgexpress.com.br;PIRACICABA;SP
CINCO R Transportes;cotacao@5rtransportes.com.br;PIRACICABA;SP
CM2 Transportes;cotacaosp@cm2.com.br;PIRACICABA;SP
CONTINENTE Cargas;comercial@continentecargas.com.br;PIRACICABA;SP
CORDIAL Cargas;comercial@cordialcargas.com.br;PIRACICABA;SP
DANUBIO AZUL;comercial-sao@danubioazulcargas.com.br;PIRACICABA;SP
DATA;andersonlima@datatransporte.com.br;PIRACICABA;SP
DIA e NOITE;comercial@transportesdiaenoite.com.br;PIRACICABA;SP
DL Transporte & Logística;comercial1@dltransportessp.com.br;PIRACICABA;SP
DL3 LOG;comercial@dl3log.com.br;PIRACICABA;SP
ED LOG Transportes;comercial@edlogtransportes.com.br;PIRACICABA;SP
EUREKA;comercial.mtz@eurekatransportes.com.br;PIRACICABA;SP
EXPIDEX;comercial2@expidex.com.br;PIRACICABA;SP
Ebtrans Expresso Brasileiro;cotacao.spo@ebtrans.com.br;PIRACICABA;SP
FIEZA Cargas;comercial@fiezacargas.com.br;PIRACICABA;SP
FRETEBR Cargas;cotacao@fretebr.net.br;PIRACICABA;SP
FRETELOG;comercial@fretelogtransportes.com.br;PIRACICABA;SP
GRIDLOG;comercial.sp@gridlog.com.br;PIRACICABA;SP
GUIEX;comercial@guiextransportes.com;PIRACICABA;SP
HAPPENING;fabio@happening.com.br;PIRACICABA;SP
HERVI;claudia@hervi.com.br;PIRACICABA;SP
IDEAL Cargas SP;comercial5@idealcargas.com;PIRACICABA;SP
IMPAKTO;comercial.sp@impaktotransportes.com.br;PIRACICABA;SP
IMPÉRIO Logística;comercial@imperiologistica.com.br;PIRACICABA;SP
JAK LOG;expressojaklogcotacoes@hotmail.com;PIRACICABA;SP
JT Transportes;walquiria@jttransportes.com.br;PIRACICABA;SP
JULIA Transportes;cotacao@juliatransportes.com.br;PIRACICABA;SP
LEADERSHIP FREIGHT;sao@lfgex.com;PIRACICABA;SP
LEOFRAN;comercial.sp@leofran.com.br;PIRACICABA;SP
LIMA Express;comercial1@lslimaexpress.com.br;PIRACICABA;SP
LOGISTAR;comercial@logistarlog.com.br;PIRACICABA;SP
LOGMED;contato@logmed.net;PIRACICABA;SP
LUNA EXPRESS;contato@lunaexpress.com.br;PIRACICABA;SP
LUXUS;sac@expressoluxus.com.br;PIRACICABA;SP
METATRON;cotacao.b@metatronexpress.com.br;PIRACICABA;SP
MONTONE;vendas2@transmontone.com.br;PIRACICABA;SP
MOTIVA;comercial@motivatransportes.com.br;PIRACICABA;SP
MVS -Transportes;mvstransportes@hotmail.com;PIRACICABA;SP
NACIONAL Cargas;comercial@nacionalcargas.com;PIRACICABA;SP
OSTEL;ostel@ostel.com.br;PIRACICABA;SP
OVERLOG;comercial2@overlog.com.br;PIRACICABA;SP
PAPALÉGUAS;sac@papaleguasencomendas.com.br;PIRACICABA;SP
PERFECT SP;comercial1@perfectsp.com.br;PIRACICABA;SP
POTENCIAL Cargas;comercial@potencialcargas.com.br;PIRACICABA;SP
PRESSÁGIO;cotacao@expressopressagio.com.br;PIRACICABA;SP
PRIMORDIAL Cargas;comercial@primordialcargas.com.br;PIRACICABA;SP
PROGRESSO;cotacao@progressotransportes.com.br;PIRACICABA;SP
RD Expresslog;comercial3@rdexpresslog.com.br;PIRACICABA;SP
REFERENCIAL;referencial@referencialtransportes.com.br;PIRACICABA;SP
RFC Transportes;comercial@transportesrfc.com.br;PIRACICABA;SP
RG Soluções Logísticas;comercialrgsolucoes@rgtransportes.com.br;PIRACICABA;SP
RISPA;contato@rispatransportes.com.br;PIRACICABA;SP
RLV LOG Express;cotacao@rlvlog.com.br;PIRACICABA;SP
ROCHA ;comercial2@rochatransporte.com.br;PIRACICABA;SP
SARON;cotacao@rapidosaron.com.br;PIRACICABA;SP
SEGMA;comercial@segmatransporte.com.br;PIRACICABA;SP
SONS Transportes;dayse.comercial@sonstransportes.com;PIRACICABA;SP
SPMax;comercial@spmaxtransportes.com.br;PIRACICABA;SP
SUED Logística;comercial@suedlogistica.com;PIRACICABA;SP
TADEX;tadex@tadex.com.br;PIRACICABA;SP
TESLLA;transportes@tesllalogistica.com;PIRACICABA;SP
TFE ;contato@tfetransportes.com.br;PIRACICABA;SP
TRANS DNL;comercial@transdnl.com.br;PIRACICABA;SP
TRANSFACE;comercial.sp02@transface.com.br;PIRACICABA;SP
TRANSPEN Cargas;logistica@transpen.com.br;PIRACICABA;SP
TRANSVOAR;comercial1@transvoar.com.br;PIRACICABA;SP
TRAVEL EXPRESS;comercial@travelexpresslog.com.br;PIRACICABA;SP
TUPILOG;cotacao@tupilog.com.br;PIRACICABA;SP
VIA MUNDO;contato.transvias@viamundotransportes.com.br;PIRACICABA;SP
WELL Rápido Well;cotacao@rapidowell.com.br;PIRACICABA;SP
1ª AÇÃO Transportes;comercial@transportesacao.com.br;PRESIDENTE-PRUDENTE;SP
3A Logística;comercial@3alt.com.br;PRESIDENTE-PRUDENTE;SP
5 COMETAS;comercial2@5cometas.com.br;PRESIDENTE-PRUDENTE;SP
A&M LOG Transportes;comercial@amlogtransportes.com.br;PRESIDENTE-PRUDENTE;SP
ABEA Transportes;abeatransportes@abeatransportes.com.br;PRESIDENTE-PRUDENTE;SP
ADESSO Transporte;cotacao@adessotransporte.com.br;PRESIDENTE-PRUDENTE;SP
ADL Transportes;comercial@adllogistica.online;PRESIDENTE-PRUDENTE;SP
AFINCO;comercial@afincotransportes.com.br;PRESIDENTE-PRUDENTE;SP
AKILOG;comercial.sp@aki.log.br;PRESIDENTE-PRUDENTE;SP
ALIANÇA Cargas;comercial@1aliancacargas.com.br;PRESIDENTE-PRUDENTE;SP
ALLIAN;comercial@alliantransportes.com.br;PRESIDENTE-PRUDENTE;SP
ALPHATRANS;comercial@alphatranstransportadora.com.br;PRESIDENTE-PRUDENTE;SP
ANDRADES L.L.;cotacao@andradestransportes.com.br;PRESIDENTE-PRUDENTE;SP
ATUEX;atuex@transatual.com.br;PRESIDENTE-PRUDENTE;SP
AVANTE SP;comercial@avantelogistica.com.br;PRESIDENTE-PRUDENTE;SP
AVIAT;comercial.sao@aviatcargo.com.br;PRESIDENTE-PRUDENTE;SP
AVILOG Logística;comercial1@avilogtransportes.com.br;PRESIDENTE-PRUDENTE;SP
AZ DE PRATA;comercial@azdepratatransportadora.com.br;PRESIDENTE-PRUDENTE;SP
Alternativa Transportadora;fretes@alternativatransportadora.com.br;PRESIDENTE-PRUDENTE;SP
BCLOG Express;bclog.beatriz@bclogexpress.com.br;PRESIDENTE-PRUDENTE;SP
BRAEX Logística;braex@braexlogistica.com.br;PRESIDENTE-PRUDENTE;SP
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;PRESIDENTE-PRUDENTE;SP
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;PRESIDENTE-PRUDENTE;SP
CARRION;reginaldo@carriontransportes.com.br;PRESIDENTE-PRUDENTE;SP
CASH LOG;contato@cashlogistica.com.br;PRESIDENTE-PRUDENTE;SP
CASTELO Rápido;cotacao@transportecastelo.com.br;PRESIDENTE-PRUDENTE;SP
CFG Express;contato@cfgexpress.com.br;PRESIDENTE-PRUDENTE;SP
CINCO R Transportes;cotacao@5rtransportes.com.br;PRESIDENTE-PRUDENTE;SP
CM2 Transportes;cotacaosp@cm2.com.br;PRESIDENTE-PRUDENTE;SP
CONTINENTE Cargas;comercial@continentecargas.com.br;PRESIDENTE-PRUDENTE;SP
CORDIAL Cargas;comercial@cordialcargas.com.br;PRESIDENTE-PRUDENTE;SP
DANUBIO AZUL;comercial-sao@danubioazulcargas.com.br;PRESIDENTE-PRUDENTE;SP
DATA;andersonlima@datatransporte.com.br;PRESIDENTE-PRUDENTE;SP
DHS Express;comercial2@dhsexpress.com.br;PRESIDENTE-PRUDENTE;SP
DIA e NOITE;comercial@transportesdiaenoite.com.br;PRESIDENTE-PRUDENTE;SP
DL Transporte & Logística;comercial1@dltransportessp.com.br;PRESIDENTE-PRUDENTE;SP
DL3 LOG;comercial@dl3log.com.br;PRESIDENTE-PRUDENTE;SP
ED LOG Transportes;comercial@edlogtransportes.com.br;PRESIDENTE-PRUDENTE;SP
ED LOG Transportes;rosana@edlogtransportes.com.br;PRESIDENTE-PRUDENTE;SP
EUREKA;comercial.mtz@eurekatransportes.com.br;PRESIDENTE-PRUDENTE;SP
EXPIDEX;comercial2@expidex.com.br;PRESIDENTE-PRUDENTE;SP
Ebtrans Expresso Brasileiro;cotacao.spo@ebtrans.com.br;PRESIDENTE-PRUDENTE;SP
FIEZA Cargas;comercial@fiezacargas.com.br;PRESIDENTE-PRUDENTE;SP
FRETEBR Cargas;cotacao@fretebr.net.br;PRESIDENTE-PRUDENTE;SP
